month_of_year,date,aqi,year,day_of_month,P95,P5,P20,P40,P60,P80,smokiness
10,24/10/15,40,2015,24,125.75,36,40,47,53,66,2
10,20/10/16,54,2016,20,125.75,36,40,47,53,66,5
10,21/10/16,364,2016,21,125.75,36,40,47,53,66,7
10,1/10/18,43,2018,1,125.75,36,40,47,53,66,3
10,1/10/19,38,2019,1,125.75,36,40,47,53,66,2
10,2/10/19,54,2019,2,125.75,36,40,47,53,66,5
10,3/10/19,68,2019,3,125.75,36,40,47,53,66,6
10,7/10/18,33,2018,7,125.75,36,40,47,53,66,1
10,8/10/18,38,2018,8,125.75,36,40,47,53,66,2
10,9/10/18,49,2018,9,125.75,36,40,47,53,66,4
10,13/10/17,68,2017,13,125.75,36,40,47,53,66,6
10,14/10/17,45,2017,14,125.75,36,40,47,53,66,3
10,27/10/19,46,2019,27,125.75,36,40,47,53,66,3
10,26/10/19,127,2019,26,125.75,36,40,47,53,66,7
10,24/10/19,74,2019,24,125.75,36,40,47,53,66,6
10,17/10/17,50,2017,17,125.75,36,40,47,53,66,4
10,22/10/16,37,2016,22,125.75,36,40,47,53,66,2
10,23/10/16,33,2016,23,125.75,36,40,47,53,66,1
10,24/10/16,36,2016,24,125.75,36,40,47,53,66,1
10,25/10/16,53,2016,25,125.75,36,40,47,53,66,4
10,26/10/16,61,2016,26,125.75,36,40,47,53,66,5
10,27/10/16,50,2016,27,125.75,36,40,47,53,66,4
10,28/10/16,41,2016,28,125.75,36,40,47,53,66,3
10,28/10/17,60,2017,28,125.75,36,40,47,53,66,5
10,28/10/18,39,2018,28,125.75,36,40,47,53,66,2
10,15/10/17,42,2017,15,125.75,36,40,47,53,66,3
10,19/10/16,39,2016,19,125.75,36,40,47,53,66,2
10,16/10/17,80,2017,16,125.75,36,40,47,53,66,6
10,13/10/18,39,2018,13,125.75,36,40,47,53,66,2
10,18/10/17,61,2017,18,125.75,36,40,47,53,66,5
10,19/10/17,67,2017,19,125.75,36,40,47,53,66,6
10,20/10/17,47,2017,20,125.75,36,40,47,53,66,3
10,21/10/17,46,2017,21,125.75,36,40,47,53,66,3
10,22/10/17,49,2017,22,125.75,36,40,47,53,66,4
10,4/10/19,69,2019,4,125.75,36,40,47,53,66,6
10,5/10/19,40,2019,5,125.75,36,40,47,53,66,2
10,6/10/19,42,2019,6,125.75,36,40,47,53,66,3
10,10/10/18,40,2018,10,125.75,36,40,47,53,66,2
10,27/10/18,53,2018,27,125.75,36,40,47,53,66,4
10,26/10/18,51,2018,26,125.75,36,40,47,53,66,4
10,23/10/19,55,2019,23,125.75,36,40,47,53,66,5
10,17/10/18,40,2018,17,125.75,36,40,47,53,66,2
10,14/10/18,48,2018,14,125.75,36,40,47,53,66,4
10,15/10/18,46,2018,15,125.75,36,40,47,53,66,3
10,16/10/18,53,2018,16,125.75,36,40,47,53,66,4
10,25/10/17,67,2017,25,125.75,36,40,47,53,66,6
10,18/10/18,63,2018,18,125.75,36,40,47,53,66,5
10,23/10/17,56,2017,23,125.75,36,40,47,53,66,5
10,24/10/17,54,2017,24,125.75,36,40,47,53,66,5
10,9/10/19,37,2019,9,125.75,36,40,47,53,66,2
10,26/10/17,54,2017,26,125.75,36,40,47,53,66,5
10,11/10/18,39,2018,11,125.75,36,40,47,53,66,2
10,12/10/18,39,2018,12,125.75,36,40,47,53,66,2
10,12/10/19,38,2019,12,125.75,36,40,47,53,66,2
10,13/10/19,36,2019,13,125.75,36,40,47,53,66,1
10,10/10/19,36,2019,10,125.75,36,40,47,53,66,1
10,11/10/19,39,2019,11,125.75,36,40,47,53,66,2
10,20/10/18,63,2018,20,125.75,36,40,47,53,66,5
10,21/10/18,39,2018,21,125.75,36,40,47,53,66,2
10,14/10/19,36,2019,14,125.75,36,40,47,53,66,1
10,19/10/18,63,2018,19,125.75,36,40,47,53,66,5
10,25/10/18,44,2018,25,125.75,36,40,47,53,66,3
10,22/10/19,42,2019,22,125.75,36,40,47,53,66,3
10,22/10/18,48,2018,22,125.75,36,40,47,53,66,4
10,27/10/17,52,2017,27,125.75,36,40,47,53,66,4
10,15/10/19,59,2019,15,125.75,36,40,47,53,66,5
10,16/10/19,58,2019,16,125.75,36,40,47,53,66,5
10,17/10/19,49,2019,17,125.75,36,40,47,53,66,4
10,18/10/19,52,2019,18,125.75,36,40,47,53,66,4
10,7/10/19,64,2019,7,125.75,36,40,47,53,66,5
10,8/10/19,40,2019,8,125.75,36,40,47,53,66,2
10,21/10/19,51,2019,21,125.75,36,40,47,53,66,4
10,20/10/19,42,2019,20,125.75,36,40,47,53,66,3
10,23/10/18,62,2018,23,125.75,36,40,47,53,66,5
10,24/10/18,63,2018,24,125.75,36,40,47,53,66,5
10,19/10/19,53,2019,19,125.75,36,40,47,53,66,4
11,12/11/14,42,2014,12,191.2,34,40,47,56.4,71.2,3
11,13/11/14,43,2014,13,191.2,34,40,47,56.4,71.2,3
11,14/11/14,89,2014,14,191.2,34,40,47,56.4,71.2,6
11,8/11/15,34,2015,8,191.2,34,40,47,56.4,71.2,1
11,17/11/14,53,2014,17,191.2,34,40,47,56.4,71.2,4
11,9/11/15,39,2015,9,191.2,34,40,47,56.4,71.2,2
11,15/11/14,60,2014,15,191.2,34,40,47,56.4,71.2,5
11,24/11/14,71,2014,24,191.2,34,40,47,56.4,71.2,5
11,7/11/15,47,2015,7,191.2,34,40,47,56.4,71.2,3
11,13/11/15,56,2015,13,191.2,34,40,47,56.4,71.2,4
11,10/11/15,55,2015,10,191.2,34,40,47,56.4,71.2,4
11,16/11/14,50,2014,16,191.2,34,40,47,56.4,71.2,4
11,12/11/15,52,2015,12,191.2,34,40,47,56.4,71.2,4
11,21/11/14,79,2014,21,191.2,34,40,47,56.4,71.2,6
11,18/11/14,53,2014,18,191.2,34,40,47,56.4,71.2,4
11,11/11/15,43,2015,11,191.2,34,40,47,56.4,71.2,3
11,20/11/14,69,2014,20,191.2,34,40,47,56.4,71.2,5
11,20/11/15,85,2015,20,191.2,34,40,47,56.4,71.2,6
11,4/11/16,69,2016,4,191.2,34,40,47,56.4,71.2,5
11,19/11/14,54,2014,19,191.2,34,40,47,56.4,71.2,4
11,11/11/14,53,2014,11,191.2,34,40,47,56.4,71.2,4
11,7/11/16,86,2016,7,191.2,34,40,47,56.4,71.2,6
11,8/11/16,68,2016,8,191.2,34,40,47,56.4,71.2,5
11,5/11/16,45,2016,5,191.2,34,40,47,56.4,71.2,3
11,6/11/16,39,2016,6,191.2,34,40,47,56.4,71.2,2
11,16/11/15,33,2015,16,191.2,34,40,47,56.4,71.2,1
11,17/11/15,50,2015,17,191.2,34,40,47,56.4,71.2,4
11,14/11/15,43,2015,14,191.2,34,40,47,56.4,71.2,3
11,15/11/15,33,2015,15,191.2,34,40,47,56.4,71.2,1
11,10/11/14,46,2014,10,191.2,34,40,47,56.4,71.2,3
11,9/11/14,64,2014,9,191.2,34,40,47,56.4,71.2,5
11,21/11/15,50,2015,21,191.2,34,40,47,56.4,71.2,4
11,25/11/14,60,2014,25,191.2,34,40,47,56.4,71.2,5
11,26/11/14,58,2014,26,191.2,34,40,47,56.4,71.2,5
11,27/11/14,43,2014,27,191.2,34,40,47,56.4,71.2,3
11,28/11/14,33,2014,28,191.2,34,40,47,56.4,71.2,1
11,9/11/16,37,2016,9,191.2,34,40,47,56.4,71.2,2
11,10/11/16,62,2016,10,191.2,34,40,47,56.4,71.2,5
11,11/11/16,44,2016,11,191.2,34,40,47,56.4,71.2,3
11,12/11/16,73,2016,12,191.2,34,40,47,56.4,71.2,6
11,18/11/15,58,2015,18,191.2,34,40,47,56.4,71.2,5
11,22/11/14,58,2014,22,191.2,34,40,47,56.4,71.2,5
11,23/11/14,93,2014,23,191.2,34,40,47,56.4,71.2,6
11,15/11/16,38,2016,15,191.2,34,40,47,56.4,71.2,2
11,5/11/15,38,2015,5,191.2,34,40,47,56.4,71.2,2
11,4/11/15,39,2015,4,191.2,34,40,47,56.4,71.2,2
11,3/11/16,100,2016,3,191.2,34,40,47,56.4,71.2,6
11,3/11/17,62,2017,3,191.2,34,40,47,56.4,71.2,5
11,4/11/17,38,2017,4,191.2,34,40,47,56.4,71.2,2
11,5/11/17,37,2017,5,191.2,34,40,47,56.4,71.2,2
11,6/11/17,41,2017,6,191.2,34,40,47,56.4,71.2,3
11,7/11/17,35,2017,7,191.2,34,40,47,56.4,71.2,2
11,8/11/17,73,2017,8,191.2,34,40,47,56.4,71.2,6
11,13/11/16,52,2016,13,191.2,34,40,47,56.4,71.2,4
11,14/11/16,33,2016,14,191.2,34,40,47,56.4,71.2,1
11,19/11/15,97,2015,19,191.2,34,40,47,56.4,71.2,6
11,8/11/14,46,2014,8,191.2,34,40,47,56.4,71.2,3
11,16/11/16,42,2016,16,191.2,34,40,47,56.4,71.2,3
11,17/11/16,39,2016,17,191.2,34,40,47,56.4,71.2,2
11,22/11/15,41,2015,22,191.2,34,40,47,56.4,71.2,3
11,23/11/15,57,2015,23,191.2,34,40,47,56.4,71.2,5
11,24/11/15,51,2015,24,191.2,34,40,47,56.4,71.2,4
11,25/11/15,72,2015,25,191.2,34,40,47,56.4,71.2,6
11,29/11/14,43,2014,29,191.2,34,40,47,56.4,71.2,3
11,30/11/14,55,2014,30,191.2,34,40,47,56.4,71.2,4
11,30/11/15,48,2015,30,191.2,34,40,47,56.4,71.2,4
11,9/11/17,52,2017,9,191.2,34,40,47,56.4,71.2,4
11,10/11/17,46,2017,10,191.2,34,40,47,56.4,71.2,3
11,11/11/17,44,2017,11,191.2,34,40,47,56.4,71.2,3
11,8/11/18,34,2018,8,191.2,34,40,47,56.4,71.2,1
11,6/11/15,55,2015,6,191.2,34,40,47,56.4,71.2,4
11,4/11/14,46,2014,4,191.2,34,40,47,56.4,71.2,3
11,3/11/14,41,2014,3,191.2,34,40,47,56.4,71.2,3
11,3/11/15,46,2015,3,191.2,34,40,47,56.4,71.2,3
11,2/11/16,43,2016,2,191.2,34,40,47,56.4,71.2,3
11,2/11/17,46,2017,2,191.2,34,40,47,56.4,71.2,3
11,2/11/18,65,2018,2,191.2,34,40,47,56.4,71.2,5
11,3/11/18,65,2018,3,191.2,34,40,47,56.4,71.2,5
11,4/11/18,78,2018,4,191.2,34,40,47,56.4,71.2,6
11,5/11/18,73,2018,5,191.2,34,40,47,56.4,71.2,6
11,6/11/18,76,2018,6,191.2,34,40,47,56.4,71.2,6
11,7/11/18,49,2018,7,191.2,34,40,47,56.4,71.2,4
11,30/11/17,50,2017,30,191.2,34,40,47,56.4,71.2,4
11,12/11/17,37,2017,12,191.2,34,40,47,56.4,71.2,2
11,13/11/17,38,2017,13,191.2,34,40,47,56.4,71.2,2
11,14/11/17,66,2017,14,191.2,34,40,47,56.4,71.2,5
11,18/11/16,80,2016,18,191.2,34,40,47,56.4,71.2,6
11,19/11/16,75,2016,19,191.2,34,40,47,56.4,71.2,6
11,20/11/16,70,2016,20,191.2,34,40,47,56.4,71.2,5
11,21/11/16,73,2016,21,191.2,34,40,47,56.4,71.2,6
11,26/11/15,92,2015,26,191.2,34,40,47,56.4,71.2,6
11,27/11/15,62,2015,27,191.2,34,40,47,56.4,71.2,5
11,28/11/15,62,2015,28,191.2,34,40,47,56.4,71.2,5
11,29/11/16,40,2016,29,191.2,34,40,47,56.4,71.2,2
11,30/11/16,45,2016,30,191.2,34,40,47,56.4,71.2,3
11,7/11/14,48,2014,7,191.2,34,40,47,56.4,71.2,4
11,6/11/14,67,2014,6,191.2,34,40,47,56.4,71.2,5
11,5/11/14,55,2014,5,191.2,34,40,47,56.4,71.2,4
11,2/11/14,40,2014,2,191.2,34,40,47,56.4,71.2,2
11,1/11/14,71,2014,1,191.2,34,40,47,56.4,71.2,5
11,1/11/15,58,2015,1,191.2,34,40,47,56.4,71.2,5
11,2/11/15,71,2015,2,191.2,34,40,47,56.4,71.2,5
11,1/11/16,54,2016,1,191.2,34,40,47,56.4,71.2,4
11,1/11/17,42,2017,1,191.2,34,40,47,56.4,71.2,3
11,1/11/18,68,2018,1,191.2,34,40,47,56.4,71.2,5
11,1/11/19,195,2019,1,191.2,34,40,47,56.4,71.2,7
11,2/11/19,133,2019,2,191.2,34,40,47,56.4,71.2,6
11,3/11/19,113,2019,3,191.2,34,40,47,56.4,71.2,6
11,4/11/19,50,2019,4,191.2,34,40,47,56.4,71.2,4
11,5/11/19,37,2019,5,191.2,34,40,47,56.4,71.2,2
11,9/11/18,43,2018,9,191.2,34,40,47,56.4,71.2,3
11,10/11/18,47,2018,10,191.2,34,40,47,56.4,71.2,3
11,11/11/18,54,2018,11,191.2,34,40,47,56.4,71.2,4
11,15/11/17,41,2017,15,191.2,34,40,47,56.4,71.2,3
11,16/11/17,37,2017,16,191.2,34,40,47,56.4,71.2,2
11,17/11/17,42,2017,17,191.2,34,40,47,56.4,71.2,3
11,18/11/17,47,2017,18,191.2,34,40,47,56.4,71.2,3
11,22/11/16,90,2016,22,191.2,34,40,47,56.4,71.2,6
11,23/11/16,68,2016,23,191.2,34,40,47,56.4,71.2,5
11,24/11/16,31,2016,24,191.2,34,40,47,56.4,71.2,1
11,29/11/15,56,2015,29,191.2,34,40,47,56.4,71.2,4
11,28/11/16,67,2016,28,191.2,34,40,47,56.4,71.2,5
11,28/11/17,40,2017,28,191.2,34,40,47,56.4,71.2,2
11,30/11/18,40,2018,30,191.2,34,40,47,56.4,71.2,2
11,30/11/19,183,2019,30,191.2,34,40,47,56.4,71.2,6
11,29/11/19,165,2019,29,191.2,34,40,47,56.4,71.2,6
11,28/11/19,148,2019,28,191.2,34,40,47,56.4,71.2,6
11,27/11/19,50,2019,27,191.2,34,40,47,56.4,71.2,4
11,24/11/19,71,2019,24,191.2,34,40,47,56.4,71.2,5
11,14/11/18,51,2018,14,191.2,34,40,47,56.4,71.2,4
11,15/11/18,60,2018,15,191.2,34,40,47,56.4,71.2,5
11,19/11/17,37,2017,19,191.2,34,40,47,56.4,71.2,2
11,20/11/17,39,2017,20,191.2,34,40,47,56.4,71.2,2
11,21/11/17,37,2017,21,191.2,34,40,47,56.4,71.2,2
11,25/11/16,43,2016,25,191.2,34,40,47,56.4,71.2,3
11,26/11/16,57,2016,26,191.2,34,40,47,56.4,71.2,5
11,27/11/16,64,2016,27,191.2,34,40,47,56.4,71.2,5
11,6/11/19,58,2019,6,191.2,34,40,47,56.4,71.2,5
11,7/11/19,74,2019,7,191.2,34,40,47,56.4,71.2,6
11,8/11/19,61,2019,8,191.2,34,40,47,56.4,71.2,5
11,12/11/18,43,2018,12,191.2,34,40,47,56.4,71.2,3
11,13/11/18,44,2018,13,191.2,34,40,47,56.4,71.2,3
11,10/11/19,38,2019,10,191.2,34,40,47,56.4,71.2,2
11,11/11/19,336,2019,11,191.2,34,40,47,56.4,71.2,7
11,12/11/19,286,2019,12,191.2,34,40,47,56.4,71.2,7
11,16/11/18,36,2018,16,191.2,34,40,47,56.4,71.2,2
11,17/11/18,33,2018,17,191.2,34,40,47,56.4,71.2,1
11,18/11/18,33,2018,18,191.2,34,40,47,56.4,71.2,1
11,22/11/17,44,2017,22,191.2,34,40,47,56.4,71.2,3
11,23/11/17,64,2017,23,191.2,34,40,47,56.4,71.2,5
11,29/11/17,24,2017,29,191.2,34,40,47,56.4,71.2,1
11,29/11/18,35,2018,29,191.2,34,40,47,56.4,71.2,2
11,28/11/18,48,2018,28,191.2,34,40,47,56.4,71.2,4
11,26/11/19,431,2019,26,191.2,34,40,47,56.4,71.2,7
11,25/11/19,129,2019,25,191.2,34,40,47,56.4,71.2,6
11,23/11/19,71,2019,23,191.2,34,40,47,56.4,71.2,5
11,14/11/19,48,2019,14,191.2,34,40,47,56.4,71.2,4
11,15/11/19,202,2019,15,191.2,34,40,47,56.4,71.2,7
11,19/11/18,34,2018,19,191.2,34,40,47,56.4,71.2,1
11,13/11/19,49,2019,13,191.2,34,40,47,56.4,71.2,4
11,27/11/17,35,2017,27,191.2,34,40,47,56.4,71.2,2
11,27/11/18,55,2018,27,191.2,34,40,47,56.4,71.2,4
11,26/11/18,48,2018,26,191.2,34,40,47,56.4,71.2,4
11,24/11/17,53,2017,24,191.2,34,40,47,56.4,71.2,4
11,22/11/19,263,2019,22,191.2,34,40,47,56.4,71.2,7
11,21/11/18,143,2018,21,191.2,34,40,47,56.4,71.2,6
11,25/11/17,36,2017,25,191.2,34,40,47,56.4,71.2,2
11,9/11/19,37,2019,9,191.2,34,40,47,56.4,71.2,2
11,20/11/18,43,2018,20,191.2,34,40,47,56.4,71.2,3
11,21/11/19,1157,2019,21,191.2,34,40,47,56.4,71.2,7
11,17/11/19,50,2019,17,191.2,34,40,47,56.4,71.2,4
11,26/11/17,36,2017,26,191.2,34,40,47,56.4,71.2,2
11,25/11/18,41,2018,25,191.2,34,40,47,56.4,71.2,3
11,16/11/19,57,2019,16,191.2,34,40,47,56.4,71.2,5
11,20/11/19,44,2019,20,191.2,34,40,47,56.4,71.2,3
11,18/11/19,242,2019,18,191.2,34,40,47,56.4,71.2,7
11,22/11/18,191,2018,22,191.2,34,40,47,56.4,71.2,6
11,24/11/18,48,2018,24,191.2,34,40,47,56.4,71.2,4
11,23/11/18,64,2018,23,191.2,34,40,47,56.4,71.2,5
11,19/11/19,1040,2019,19,191.2,34,40,47,56.4,71.2,7
12,12/12/14,44,2014,12,153.75,32.25,42,54,63,79,3
12,13/12/14,31,2014,13,153.75,32.25,42,54,63,79,1
12,14/12/14,49,2014,14,153.75,32.25,42,54,63,79,3
12,27/12/14,42,2014,27,153.75,32.25,42,54,63,79,2
12,15/12/14,42,2014,15,153.75,32.25,42,54,63,79,2
12,25/12/14,57,2014,25,153.75,32.25,42,54,63,79,4
12,26/12/14,65,2014,26,153.75,32.25,42,54,63,79,5
12,18/12/14,80,2014,18,153.75,32.25,42,54,63,79,6
12,10/12/15,72,2015,10,153.75,32.25,42,54,63,79,5
12,16/12/14,63,2014,16,153.75,32.25,42,54,63,79,4
12,17/12/14,77,2014,17,153.75,32.25,42,54,63,79,5
12,9/12/15,75,2015,9,153.75,32.25,42,54,63,79,5
12,31/12/14,80,2014,31,153.75,32.25,42,54,63,79,6
12,28/12/14,37,2014,28,153.75,32.25,42,54,63,79,2
12,8/12/15,42,2015,8,153.75,32.25,42,54,63,79,2
12,30/12/14,82,2014,30,153.75,32.25,42,54,63,79,6
12,22/12/15,38,2015,22,153.75,32.25,42,54,63,79,2
12,23/12/15,45,2015,23,153.75,32.25,42,54,63,79,3
12,29/12/14,55,2014,29,153.75,32.25,42,54,63,79,4
12,21/12/15,58,2015,21,153.75,32.25,42,54,63,79,4
12,13/12/15,53,2015,13,153.75,32.25,42,54,63,79,3
12,14/12/15,71,2015,14,153.75,32.25,42,54,63,79,5
12,11/12/15,68,2015,11,153.75,32.25,42,54,63,79,5
12,12/12/15,59,2015,12,153.75,32.25,42,54,63,79,4
12,21/12/14,41,2014,21,153.75,32.25,42,54,63,79,2
12,22/12/14,40,2014,22,153.75,32.25,42,54,63,79,2
12,19/12/14,53,2014,19,153.75,32.25,42,54,63,79,3
12,20/12/14,42,2014,20,153.75,32.25,42,54,63,79,2
12,7/12/15,31,2015,7,153.75,32.25,42,54,63,79,1
12,4/12/16,55,2016,4,153.75,32.25,42,54,63,79,4
12,5/12/16,84,2016,5,153.75,32.25,42,54,63,79,6
12,11/12/14,57,2014,11,153.75,32.25,42,54,63,79,4
12,25/12/15,33,2015,25,153.75,32.25,42,54,63,79,2
12,26/12/15,78,2015,26,153.75,32.25,42,54,63,79,5
12,27/12/15,47,2015,27,153.75,32.25,42,54,63,79,3
12,24/12/15,49,2015,24,153.75,32.25,42,54,63,79,3
12,16/12/15,54,2015,16,153.75,32.25,42,54,63,79,3
12,17/12/15,58,2015,17,153.75,32.25,42,54,63,79,4
12,18/12/15,52,2015,18,153.75,32.25,42,54,63,79,3
12,15/12/15,59,2015,15,153.75,32.25,42,54,63,79,4
12,24/12/14,50,2014,24,153.75,32.25,42,54,63,79,3
12,16/12/16,42,2016,16,153.75,32.25,42,54,63,79,2
12,17/12/16,59,2016,17,153.75,32.25,42,54,63,79,4
12,18/12/16,67,2016,18,153.75,32.25,42,54,63,79,5
12,6/12/16,51,2016,6,153.75,32.25,42,54,63,79,3
12,7/12/16,40,2016,7,153.75,32.25,42,54,63,79,2
12,8/12/16,59,2016,8,153.75,32.25,42,54,63,79,4
12,9/12/16,42,2016,9,153.75,32.25,42,54,63,79,2
12,28/12/15,33,2015,28,153.75,32.25,42,54,63,79,2
12,29/12/15,26,2015,29,153.75,32.25,42,54,63,79,1
12,30/12/15,32,2015,30,153.75,32.25,42,54,63,79,1
12,31/12/15,56,2015,31,153.75,32.25,42,54,63,79,4
12,23/12/14,42,2014,23,153.75,32.25,42,54,63,79,2
12,10/12/14,37,2014,10,153.75,32.25,42,54,63,79,2
12,29/12/16,119,2016,29,153.75,32.25,42,54,63,79,6
12,30/12/16,99,2016,30,153.75,32.25,42,54,63,79,6
12,31/12/16,79,2016,31,153.75,32.25,42,54,63,79,5
12,19/12/16,38,2016,19,153.75,32.25,42,54,63,79,2
12,20/12/16,64,2016,20,153.75,32.25,42,54,63,79,5
12,21/12/16,67,2016,21,153.75,32.25,42,54,63,79,5
12,22/12/16,51,2016,22,153.75,32.25,42,54,63,79,3
12,10/12/16,130,2016,10,153.75,32.25,42,54,63,79,6
12,11/12/16,57,2016,11,153.75,32.25,42,54,63,79,4
12,12/12/16,54,2016,12,153.75,32.25,42,54,63,79,3
12,13/12/16,69,2016,13,153.75,32.25,42,54,63,79,5
12,19/12/15,89,2015,19,153.75,32.25,42,54,63,79,6
12,20/12/15,150,2015,20,153.75,32.25,42,54,63,79,6
12,9/12/14,44,2014,9,153.75,32.25,42,54,63,79,3
12,5/12/15,44,2015,5,153.75,32.25,42,54,63,79,3
12,4/12/15,32,2015,4,153.75,32.25,42,54,63,79,1
12,3/12/16,51,2016,3,153.75,32.25,42,54,63,79,3
12,3/12/17,63,2017,3,153.75,32.25,42,54,63,79,4
12,4/12/17,32,2017,4,153.75,32.25,42,54,63,79,1
12,5/12/17,33,2017,5,153.75,32.25,42,54,63,79,2
12,23/12/16,38,2016,23,153.75,32.25,42,54,63,79,2
12,24/12/16,65,2016,24,153.75,32.25,42,54,63,79,5
12,25/12/16,44,2016,25,153.75,32.25,42,54,63,79,3
12,26/12/16,59,2016,26,153.75,32.25,42,54,63,79,4
12,14/12/16,68,2016,14,153.75,32.25,42,54,63,79,5
12,15/12/16,29,2016,15,153.75,32.25,42,54,63,79,1
12,12/12/17,36,2017,12,153.75,32.25,42,54,63,79,2
12,13/12/17,76,2017,13,153.75,32.25,42,54,63,79,5
12,14/12/17,89,2017,14,153.75,32.25,42,54,63,79,6
12,15/12/17,75,2017,15,153.75,32.25,42,54,63,79,5
12,16/12/17,81,2017,16,153.75,32.25,42,54,63,79,6
12,17/12/17,53,2017,17,153.75,32.25,42,54,63,79,3
12,18/12/17,67,2017,18,153.75,32.25,42,54,63,79,5
12,6/12/17,38,2017,6,153.75,32.25,42,54,63,79,2
12,7/12/17,69,2017,7,153.75,32.25,42,54,63,79,5
12,8/12/17,58,2017,8,153.75,32.25,42,54,63,79,4
12,9/12/17,44,2017,9,153.75,32.25,42,54,63,79,3
12,27/12/16,63,2016,27,153.75,32.25,42,54,63,79,4
12,28/12/16,57,2016,28,153.75,32.25,42,54,63,79,4
12,25/12/17,44,2017,25,153.75,32.25,42,54,63,79,3
12,26/12/17,38,2017,26,153.75,32.25,42,54,63,79,2
12,27/12/17,40,2017,27,153.75,32.25,42,54,63,79,2
12,28/12/17,61,2017,28,153.75,32.25,42,54,63,79,4
12,29/12/17,79,2017,29,153.75,32.25,42,54,63,79,5
12,30/12/17,67,2017,30,153.75,32.25,42,54,63,79,5
12,31/12/17,155,2017,31,153.75,32.25,42,54,63,79,7
12,19/12/17,109,2017,19,153.75,32.25,42,54,63,79,6
12,20/12/17,86,2017,20,153.75,32.25,42,54,63,79,6
12,21/12/17,59,2017,21,153.75,32.25,42,54,63,79,4
12,22/12/17,40,2017,22,153.75,32.25,42,54,63,79,2
12,10/12/17,40,2017,10,153.75,32.25,42,54,63,79,2
12,11/12/17,42,2017,11,153.75,32.25,42,54,63,79,2
12,8/12/14,63,2014,8,153.75,32.25,42,54,63,79,4
12,6/12/15,45,2015,6,153.75,32.25,42,54,63,79,3
12,4/12/14,54,2014,4,153.75,32.25,42,54,63,79,3
12,3/12/14,91,2014,3,153.75,32.25,42,54,63,79,6
12,3/12/15,51,2015,3,153.75,32.25,42,54,63,79,3
12,2/12/16,113,2016,2,153.75,32.25,42,54,63,79,6
12,2/12/17,51,2017,2,153.75,32.25,42,54,63,79,3
12,2/12/18,83,2018,2,153.75,32.25,42,54,63,79,6
12,3/12/18,70,2018,3,153.75,32.25,42,54,63,79,5
12,4/12/18,58,2018,4,153.75,32.25,42,54,63,79,4
12,5/12/18,42,2018,5,153.75,32.25,42,54,63,79,2
12,23/12/17,78,2017,23,153.75,32.25,42,54,63,79,5
12,24/12/17,81,2017,24,153.75,32.25,42,54,63,79,6
12,8/12/18,55,2018,8,153.75,32.25,42,54,63,79,4
12,9/12/18,64,2018,9,153.75,32.25,42,54,63,79,5
12,10/12/18,61,2018,10,153.75,32.25,42,54,63,79,4
12,11/12/18,63,2018,11,153.75,32.25,42,54,63,79,4
12,12/12/18,34,2018,12,153.75,32.25,42,54,63,79,2
12,13/12/18,52,2018,13,153.75,32.25,42,54,63,79,3
12,14/12/18,60,2018,14,153.75,32.25,42,54,63,79,4
12,15/12/18,88,2018,15,153.75,32.25,42,54,63,79,6
12,16/12/18,59,2018,16,153.75,32.25,42,54,63,79,4
12,17/12/18,60,2018,17,153.75,32.25,42,54,63,79,4
12,18/12/18,59,2018,18,153.75,32.25,42,54,63,79,4
12,6/12/18,31,2018,6,153.75,32.25,42,54,63,79,1
12,7/12/18,61,2018,7,153.75,32.25,42,54,63,79,4
12,21/12/18,41,2018,21,153.75,32.25,42,54,63,79,2
12,22/12/18,35,2018,22,153.75,32.25,42,54,63,79,2
12,23/12/18,27,2018,23,153.75,32.25,42,54,63,79,1
12,24/12/18,52,2018,24,153.75,32.25,42,54,63,79,3
12,25/12/18,59,2018,25,153.75,32.25,42,54,63,79,4
12,26/12/18,61,2018,26,153.75,32.25,42,54,63,79,4
12,27/12/18,82,2018,27,153.75,32.25,42,54,63,79,6
12,28/12/18,103,2018,28,153.75,32.25,42,54,63,79,6
12,29/12/18,92,2018,29,153.75,32.25,42,54,63,79,6
12,30/12/18,89,2018,30,153.75,32.25,42,54,63,79,6
12,31/12/18,84,2018,31,153.75,32.25,42,54,63,79,6
12,19/12/18,34,2018,19,153.75,32.25,42,54,63,79,2
12,20/12/18,70,2018,20,153.75,32.25,42,54,63,79,5
12,7/12/14,67,2014,7,153.75,32.25,42,54,63,79,5
12,6/12/14,75,2014,6,153.75,32.25,42,54,63,79,5
12,5/12/14,71,2014,5,153.75,32.25,42,54,63,79,5
12,2/12/14,66,2014,2,153.75,32.25,42,54,63,79,5
12,1/12/14,67,2014,1,153.75,32.25,42,54,63,79,5
12,1/12/15,102,2015,1,153.75,32.25,42,54,63,79,6
12,2/12/15,51,2015,2,153.75,32.25,42,54,63,79,3
12,1/12/16,65,2016,1,153.75,32.25,42,54,63,79,5
12,1/12/17,53,2017,1,153.75,32.25,42,54,63,79,3
12,1/12/18,50,2018,1,153.75,32.25,42,54,63,79,3
12,1/12/19,252,2019,1,153.75,32.25,42,54,63,79,7
12,2/12/19,469,2019,2,153.75,32.25,42,54,63,79,7
12,3/12/19,560,2019,3,153.75,32.25,42,54,63,79,7
12,4/12/19,785,2019,4,153.75,32.25,42,54,63,79,7
12,5/12/19,792,2019,5,153.75,32.25,42,54,63,79,7
