month_of_year,date,aqi,year,day_of_month,P95,P5,P20,P40,P60,P80,smokiness
1,1/1/14,54,2014,1,88,30,41,50,58,70,4
1,2/1/14,105,2014,2,88,30,41,50,58,70,7
1,3/1/14,81,2014,3,88,30,41,50,58,70,6
1,4/1/14,67,2014,4,88,30,41,50,58,70,5
1,5/1/14,75,2014,5,88,30,41,50,58,70,6
1,6/1/14,55,2014,6,88,30,41,50,58,70,4
1,7/1/14,43,2014,7,88,30,41,50,58,70,3
1,8/1/14,28,2014,8,88,30,41,50,58,70,1
1,9/1/14,29,2014,9,88,30,41,50,58,70,1
1,10/1/14,34,2014,10,88,30,41,50,58,70,2
1,11/1/14,69,2014,11,88,30,41,50,58,70,5
1,12/1/14,48,2014,12,88,30,41,50,58,70,3
1,13/1/14,48,2014,13,88,30,41,50,58,70,3
1,14/1/14,55,2014,14,88,30,41,50,58,70,4
1,15/1/14,50,2014,15,88,30,41,50,58,70,3
1,16/1/14,50,2014,16,88,30,41,50,58,70,3
1,17/1/14,41,2014,17,88,30,41,50,58,70,2
1,18/1/14,64,2014,18,88,30,41,50,58,70,5
1,19/1/14,57,2014,19,88,30,41,50,58,70,4
1,20/1/14,34,2014,20,88,30,41,50,58,70,2
1,21/1/14,42,2014,21,88,30,41,50,58,70,3
1,22/1/14,49,2014,22,88,30,41,50,58,70,3
1,23/1/14,49,2014,23,88,30,41,50,58,70,3
1,24/1/14,40,2014,24,88,30,41,50,58,70,2
1,25/1/14,50,2014,25,88,30,41,50,58,70,3
1,26/1/14,32,2014,26,88,30,41,50,58,70,2
1,27/1/14,36,2014,27,88,30,41,50,58,70,2
1,28/1/14,47,2014,28,88,30,41,50,58,70,3
1,29/1/14,62,2014,29,88,30,41,50,58,70,5
1,30/1/14,45,2014,30,88,30,41,50,58,70,3
1,31/1/14,56,2014,31,88,30,41,50,58,70,4
1,31/1/15,46,2015,31,88,30,41,50,58,70,3
1,31/1/16,51,2016,31,88,30,41,50,58,70,4
1,30/1/17,76,2017,30,88,30,41,50,58,70,6
1,31/1/17,86,2017,31,88,30,41,50,58,70,6
1,31/1/18,47,2018,31,88,30,41,50,58,70,3
1,31/1/19,88,2019,31,88,30,41,50,58,70,6
1,30/1/19,82,2019,30,88,30,41,50,58,70,6
1,29/1/19,62,2019,29,88,30,41,50,58,70,5
1,26/1/19,105,2019,26,88,30,41,50,58,70,7
1,25/1/19,78,2019,25,88,30,41,50,58,70,6
1,12/1/15,33,2015,12,88,30,41,50,58,70,2
1,13/1/15,47,2015,13,88,30,41,50,58,70,3
1,1/1/15,71,2015,1,88,30,41,50,58,70,6
1,2/1/15,75,2015,2,88,30,41,50,58,70,6
1,3/1/15,50,2015,3,88,30,41,50,58,70,3
1,4/1/15,73,2015,4,88,30,41,50,58,70,6
1,5/1/15,59,2015,5,88,30,41,50,58,70,5
1,6/1/15,35,2015,6,88,30,41,50,58,70,2
1,7/1/15,30,2015,7,88,30,41,50,58,70,1
1,8/1/15,51,2015,8,88,30,41,50,58,70,4
1,9/1/15,70,2015,9,88,30,41,50,58,70,5
1,10/1/15,57,2015,10,88,30,41,50,58,70,4
1,11/1/15,40,2015,11,88,30,41,50,58,70,2
1,25/1/15,62,2015,25,88,30,41,50,58,70,5
1,26/1/15,42,2015,26,88,30,41,50,58,70,3
1,14/1/15,57,2015,14,88,30,41,50,58,70,4
1,15/1/15,70,2015,15,88,30,41,50,58,70,5
1,16/1/15,62,2015,16,88,30,41,50,58,70,5
1,17/1/15,70,2015,17,88,30,41,50,58,70,5
1,18/1/15,60,2015,18,88,30,41,50,58,70,5
1,19/1/15,52,2015,19,88,30,41,50,58,70,4
1,20/1/15,39,2015,20,88,30,41,50,58,70,2
1,21/1/15,51,2015,21,88,30,41,50,58,70,4
1,22/1/15,48,2015,22,88,30,41,50,58,70,3
1,23/1/15,56,2015,23,88,30,41,50,58,70,4
1,24/1/15,49,2015,24,88,30,41,50,58,70,3
1,8/1/16,39,2016,8,88,30,41,50,58,70,2
1,9/1/16,56,2016,9,88,30,41,50,58,70,4
1,27/1/15,27,2015,27,88,30,41,50,58,70,1
1,28/1/15,30,2015,28,88,30,41,50,58,70,1
1,29/1/15,33,2015,29,88,30,41,50,58,70,2
1,30/1/15,38,2015,30,88,30,41,50,58,70,2
1,30/1/16,45,2016,30,88,30,41,50,58,70,3
1,29/1/17,54,2017,29,88,30,41,50,58,70,4
1,29/1/18,50,2018,29,88,30,41,50,58,70,3
1,30/1/18,49,2018,30,88,30,41,50,58,70,3
1,28/1/19,50,2019,28,88,30,41,50,58,70,3
1,27/1/19,87,2019,27,88,30,41,50,58,70,6
1,24/1/19,67,2019,24,88,30,41,50,58,70,5
1,21/1/16,95,2016,21,88,30,41,50,58,70,7
1,22/1/16,48,2016,22,88,30,41,50,58,70,3
1,10/1/16,43,2016,10,88,30,41,50,58,70,3
1,11/1/16,88,2016,11,88,30,41,50,58,70,6
1,12/1/16,64,2016,12,88,30,41,50,58,70,5
1,13/1/16,57,2016,13,88,30,41,50,58,70,4
1,1/1/16,87,2016,1,88,30,41,50,58,70,6
1,2/1/16,39,2016,2,88,30,41,50,58,70,2
1,3/1/16,48,2016,3,88,30,41,50,58,70,3
1,4/1/16,54,2016,4,88,30,41,50,58,70,4
1,5/1/16,54,2016,5,88,30,41,50,58,70,4
1,6/1/16,42,2016,6,88,30,41,50,58,70,3
1,7/1/16,38,2016,7,88,30,41,50,58,70,2
1,3/1/17,34,2017,3,88,30,41,50,58,70,2
1,4/1/17,25,2017,4,88,30,41,50,58,70,1
1,23/1/16,40,2016,23,88,30,41,50,58,70,2
1,24/1/16,70,2016,24,88,30,41,50,58,70,5
1,25/1/16,60,2016,25,88,30,41,50,58,70,5
1,26/1/16,42,2016,26,88,30,41,50,58,70,3
1,14/1/16,95,2016,14,88,30,41,50,58,70,7
1,15/1/16,35,2016,15,88,30,41,50,58,70,2
1,16/1/16,28,2016,16,88,30,41,50,58,70,1
1,17/1/16,26,2016,17,88,30,41,50,58,70,1
1,18/1/16,41,2016,18,88,30,41,50,58,70,2
1,19/1/16,78,2016,19,88,30,41,50,58,70,6
1,20/1/16,85,2016,20,88,30,41,50,58,70,6
1,16/1/17,58,2017,16,88,30,41,50,58,70,4
1,17/1/17,98,2017,17,88,30,41,50,58,70,7
1,5/1/17,27,2017,5,88,30,41,50,58,70,1
1,6/1/17,25,2017,6,88,30,41,50,58,70,1
1,7/1/17,29,2017,7,88,30,41,50,58,70,1
1,8/1/17,58,2017,8,88,30,41,50,58,70,4
1,27/1/16,33,2016,27,88,30,41,50,58,70,2
1,28/1/16,62,2016,28,88,30,41,50,58,70,5
1,29/1/16,48,2016,29,88,30,41,50,58,70,3
1,28/1/17,64,2017,28,88,30,41,50,58,70,5
1,28/1/18,55,2018,28,88,30,41,50,58,70,4
1,27/1/18,55,2018,27,88,30,41,50,58,70,4
1,26/1/18,41,2018,26,88,30,41,50,58,70,2
1,23/1/19,68,2019,23,88,30,41,50,58,70,5
1,13/1/18,51,2018,13,88,30,41,50,58,70,4
1,18/1/17,66,2017,18,88,30,41,50,58,70,5
1,19/1/17,59,2017,19,88,30,41,50,58,70,5
1,20/1/17,62,2017,20,88,30,41,50,58,70,5
1,21/1/17,44,2017,21,88,30,41,50,58,70,3
1,9/1/17,63,2017,9,88,30,41,50,58,70,5
1,10/1/17,66,2017,10,88,30,41,50,58,70,5
1,11/1/17,111,2017,11,88,30,41,50,58,70,7
1,12/1/17,52,2017,12,88,30,41,50,58,70,4
1,13/1/17,80,2017,13,88,30,41,50,58,70,6
1,1/1/17,45,2017,1,88,30,41,50,58,70,3
1,2/1/17,42,2017,2,88,30,41,50,58,70,3
1,12/1/18,54,2018,12,88,30,41,50,58,70,4
1,9/1/19,52,2019,9,88,30,41,50,58,70,4
1,1/1/18,55,2018,1,88,30,41,50,58,70,4
1,2/1/18,46,2018,2,88,30,41,50,58,70,3
1,3/1/18,48,2018,3,88,30,41,50,58,70,3
1,4/1/18,40,2018,4,88,30,41,50,58,70,2
1,22/1/17,51,2017,22,88,30,41,50,58,70,4
1,23/1/17,63,2017,23,88,30,41,50,58,70,5
1,24/1/17,59,2017,24,88,30,41,50,58,70,5
1,25/1/17,69,2017,25,88,30,41,50,58,70,5
1,26/1/17,55,2017,26,88,30,41,50,58,70,4
1,14/1/17,60,2017,14,88,30,41,50,58,70,5
1,15/1/17,65,2017,15,88,30,41,50,58,70,5
1,22/1/19,79,2019,22,88,30,41,50,58,70,6
1,17/1/18,53,2018,17,88,30,41,50,58,70,4
1,14/1/18,42,2018,14,88,30,41,50,58,70,3
1,15/1/18,42,2018,15,88,30,41,50,58,70,3
1,16/1/18,66,2018,16,88,30,41,50,58,70,5
1,8/1/18,81,2018,8,88,30,41,50,58,70,6
1,5/1/18,51,2018,5,88,30,41,50,58,70,4
1,6/1/18,74,2018,6,88,30,41,50,58,70,6
1,7/1/18,86,2018,7,88,30,41,50,58,70,6
1,8/1/19,60,2019,8,88,30,41,50,58,70,5
1,9/1/18,55,2018,9,88,30,41,50,58,70,4
1,27/1/17,43,2017,27,88,30,41,50,58,70,3
1,25/1/18,34,2018,25,88,30,41,50,58,70,2
1,12/1/19,88,2019,12,88,30,41,50,58,70,6
1,13/1/19,66,2019,13,88,30,41,50,58,70,5
1,10/1/19,33,2019,10,88,30,41,50,58,70,2
1,11/1/19,41,2019,11,88,30,41,50,58,70,2
1,20/1/18,70,2018,20,88,30,41,50,58,70,5
1,21/1/18,51,2018,21,88,30,41,50,58,70,4
1,18/1/18,60,2018,18,88,30,41,50,58,70,5
1,19/1/18,91,2018,19,88,30,41,50,58,70,7
1,11/1/18,47,2018,11,88,30,41,50,58,70,3
1,21/1/19,36,2019,21,88,30,41,50,58,70,2
1,22/1/18,100,2018,22,88,30,41,50,58,70,7
1,10/1/18,43,2018,10,88,30,41,50,58,70,3
1,2/1/19,67,2019,2,88,30,41,50,58,70,5
1,3/1/19,53,2019,3,88,30,41,50,58,70,4
1,4/1/19,67,2019,4,88,30,41,50,58,70,5
1,1/1/19,80,2019,1,88,30,41,50,58,70,6
1,23/1/18,59,2018,23,88,30,41,50,58,70,5
1,24/1/18,48,2018,24,88,30,41,50,58,70,3
1,16/1/19,91,2019,16,88,30,41,50,58,70,7
1,5/1/19,85,2019,5,88,30,41,50,58,70,6
1,14/1/19,47,2019,14,88,30,41,50,58,70,3
1,15/1/19,82,2019,15,88,30,41,50,58,70,6
1,7/1/19,36,2019,7,88,30,41,50,58,70,2
1,17/1/19,81,2019,17,88,30,41,50,58,70,6
1,18/1/19,85,2019,18,88,30,41,50,58,70,6
1,6/1/19,34,2019,6,88,30,41,50,58,70,2
1,19/1/19,71,2019,19,88,30,41,50,58,70,6
1,20/1/19,57,2019,20,88,30,41,50,58,70,4
2,12/2/14,67,2014,12,106,33,38.6,46,54,67.4,5
2,8/2/15,87,2015,8,106,33,38.6,46,54,67.4,6
2,7/2/15,43,2015,7,106,33,38.6,46,54,67.4,3
2,9/2/15,69,2015,9,106,33,38.6,46,54,67.4,6
2,13/2/14,49,2014,13,106,33,38.6,46,54,67.4,4
2,14/2/14,45,2014,14,106,33,38.6,46,54,67.4,3
2,15/2/14,51,2014,15,106,33,38.6,46,54,67.4,4
2,6/2/15,31,2015,6,106,33,38.6,46,54,67.4,1
2,5/2/16,50,2016,5,106,33,38.6,46,54,67.4,4
2,6/2/16,53,2016,6,106,33,38.6,46,54,67.4,4
2,11/2/14,83,2014,11,106,33,38.6,46,54,67.4,6
2,11/2/15,35,2015,11,106,33,38.6,46,54,67.4,2
2,22/2/14,64,2014,22,106,33,38.6,46,54,67.4,5
2,5/2/15,42,2015,5,106,33,38.6,46,54,67.4,3
2,10/2/15,54,2015,10,106,33,38.6,46,54,67.4,4
2,10/2/14,92,2014,10,106,33,38.6,46,54,67.4,6
2,7/2/16,55,2016,7,106,33,38.6,46,54,67.4,5
2,12/2/15,39,2015,12,106,33,38.6,46,54,67.4,3
2,4/2/15,43,2015,4,106,33,38.6,46,54,67.4,3
2,4/2/16,50,2016,4,106,33,38.6,46,54,67.4,4
2,18/2/14,41,2014,18,106,33,38.6,46,54,67.4,3
2,19/2/14,51,2014,19,106,33,38.6,46,54,67.4,4
2,16/2/14,128,2014,16,106,33,38.6,46,54,67.4,7
2,17/2/14,38,2014,17,106,33,38.6,46,54,67.4,2
2,9/2/14,50,2014,9,106,33,38.6,46,54,67.4,4
2,8/2/14,43,2014,8,106,33,38.6,46,54,67.4,3
2,5/2/14,38,2014,5,106,33,38.6,46,54,67.4,2
2,4/2/14,61,2014,4,106,33,38.6,46,54,67.4,5
2,2/2/15,42,2015,2,106,33,38.6,46,54,67.4,3
2,3/2/15,38,2015,3,106,33,38.6,46,54,67.4,2
2,8/2/16,45,2016,8,106,33,38.6,46,54,67.4,3
2,9/2/16,55,2016,9,106,33,38.6,46,54,67.4,5
2,13/2/15,36,2015,13,106,33,38.6,46,54,67.4,2
2,14/2/15,40,2015,14,106,33,38.6,46,54,67.4,3
2,15/2/15,60,2015,15,106,33,38.6,46,54,67.4,5
2,16/2/15,39,2015,16,106,33,38.6,46,54,67.4,3
2,20/2/14,55,2014,20,106,33,38.6,46,54,67.4,5
2,21/2/14,44,2014,21,106,33,38.6,46,54,67.4,3
2,18/2/15,50,2015,18,106,33,38.6,46,54,67.4,4
2,19/2/15,53,2015,19,106,33,38.6,46,54,67.4,4
2,23/2/14,48,2014,23,106,33,38.6,46,54,67.4,4
2,24/2/14,41,2014,24,106,33,38.6,46,54,67.4,3
2,25/2/14,34,2014,25,106,33,38.6,46,54,67.4,2
2,3/2/17,54,2017,3,106,33,38.6,46,54,67.4,4
2,4/2/17,56,2017,4,106,33,38.6,46,54,67.4,5
2,5/2/17,95,2017,5,106,33,38.6,46,54,67.4,6
2,10/2/16,49,2016,10,106,33,38.6,46,54,67.4,4
2,11/2/16,33,2016,11,106,33,38.6,46,54,67.4,1
2,12/2/16,43,2016,12,106,33,38.6,46,54,67.4,3
2,13/2/16,56,2016,13,106,33,38.6,46,54,67.4,5
2,17/2/15,37,2015,17,106,33,38.6,46,54,67.4,2
2,7/2/14,37,2014,7,106,33,38.6,46,54,67.4,2
2,6/2/14,35,2014,6,106,33,38.6,46,54,67.4,2
2,3/2/14,55,2014,3,106,33,38.6,46,54,67.4,5
2,2/2/14,35,2014,2,106,33,38.6,46,54,67.4,2
2,1/2/14,64,2014,1,106,33,38.6,46,54,67.4,5
2,1/2/15,69,2015,1,106,33,38.6,46,54,67.4,6
2,3/2/16,73,2016,3,106,33,38.6,46,54,67.4,6
2,2/2/17,51,2017,2,106,33,38.6,46,54,67.4,4
2,2/2/18,32,2018,2,106,33,38.6,46,54,67.4,1
2,6/2/17,108,2017,6,106,33,38.6,46,54,67.4,7
2,7/2/17,41,2017,7,106,33,38.6,46,54,67.4,3
2,8/2/17,46,2017,8,106,33,38.6,46,54,67.4,3
2,9/2/17,50,2017,9,106,33,38.6,46,54,67.4,4
2,14/2/16,96,2016,14,106,33,38.6,46,54,67.4,6
2,15/2/16,65,2016,15,106,33,38.6,46,54,67.4,5
2,16/2/16,59,2016,16,106,33,38.6,46,54,67.4,5
2,20/2/15,53,2015,20,106,33,38.6,46,54,67.4,4
2,21/2/15,39,2015,21,106,33,38.6,46,54,67.4,3
2,22/2/15,37,2015,22,106,33,38.6,46,54,67.4,2
2,26/2/14,67,2014,26,106,33,38.6,46,54,67.4,5
2,27/2/14,38,2014,27,106,33,38.6,46,54,67.4,2
2,28/2/14,42,2014,28,106,33,38.6,46,54,67.4,3
2,28/2/15,48,2015,28,106,33,38.6,46,54,67.4,4
2,28/2/16,38,2016,28,106,33,38.6,46,54,67.4,2
2,29/2/16,53,2016,29,106,33,38.6,46,54,67.4,4
2,28/2/17,242,2017,28,106,33,38.6,46,54,67.4,7
2,28/2/18,71,2018,28,106,33,38.6,46,54,67.4,6
2,28/2/19,41,2019,28,106,33,38.6,46,54,67.4,3
2,27/2/19,70,2019,27,106,33,38.6,46,54,67.4,6
2,26/2/19,45,2019,26,106,33,38.6,46,54,67.4,3
2,25/2/19,48,2019,25,106,33,38.6,46,54,67.4,4
2,22/2/19,41,2019,22,106,33,38.6,46,54,67.4,3
2,19/2/16,60,2016,19,106,33,38.6,46,54,67.4,5
2,1/2/16,45,2016,1,106,33,38.6,46,54,67.4,3
2,2/2/16,49,2016,2,106,33,38.6,46,54,67.4,4
2,1/2/17,46,2017,1,106,33,38.6,46,54,67.4,3
2,3/2/18,25,2018,3,106,33,38.6,46,54,67.4,1
2,4/2/18,35,2018,4,106,33,38.6,46,54,67.4,2
2,5/2/18,36,2018,5,106,33,38.6,46,54,67.4,2
2,6/2/18,36,2018,6,106,33,38.6,46,54,67.4,2
2,10/2/17,127,2017,10,106,33,38.6,46,54,67.4,7
2,11/2/17,138,2017,11,106,33,38.6,46,54,67.4,7
2,12/2/17,60,2017,12,106,33,38.6,46,54,67.4,5
2,17/2/16,55,2016,17,106,33,38.6,46,54,67.4,5
2,18/2/16,44,2016,18,106,33,38.6,46,54,67.4,3
2,14/2/17,33,2017,14,106,33,38.6,46,54,67.4,1
2,23/2/15,29,2015,23,106,33,38.6,46,54,67.4,1
2,24/2/15,52,2015,24,106,33,38.6,46,54,67.4,4
2,25/2/15,39,2015,25,106,33,38.6,46,54,67.4,3
2,26/2/15,45,2015,26,106,33,38.6,46,54,67.4,3
2,27/2/15,39,2015,27,106,33,38.6,46,54,67.4,3
2,27/2/16,63,2016,27,106,33,38.6,46,54,67.4,5
2,26/2/17,649,2017,26,106,33,38.6,46,54,67.4,7
2,27/2/17,176,2017,27,106,33,38.6,46,54,67.4,7
2,27/2/18,33,2018,27,106,33,38.6,46,54,67.4,1
2,26/2/18,37,2018,26,106,33,38.6,46,54,67.4,2
2,24/2/19,63,2019,24,106,33,38.6,46,54,67.4,5
2,23/2/19,37,2019,23,106,33,38.6,46,54,67.4,2
2,21/2/19,41,2019,21,106,33,38.6,46,54,67.4,3
2,15/2/17,38,2017,15,106,33,38.6,46,54,67.4,2
2,20/2/16,53,2016,20,106,33,38.6,46,54,67.4,4
2,21/2/16,31,2016,21,106,33,38.6,46,54,67.4,1
2,22/2/16,50,2016,22,106,33,38.6,46,54,67.4,4
2,1/2/18,46,2018,1,106,33,38.6,46,54,67.4,3
2,1/2/19,41,2019,1,106,33,38.6,46,54,67.4,3
2,2/2/19,60,2019,2,106,33,38.6,46,54,67.4,5
2,3/2/19,50,2019,3,106,33,38.6,46,54,67.4,4
2,7/2/18,37,2018,7,106,33,38.6,46,54,67.4,2
2,8/2/18,54,2018,8,106,33,38.6,46,54,67.4,4
2,9/2/18,66,2018,9,106,33,38.6,46,54,67.4,5
2,13/2/17,44,2017,13,106,33,38.6,46,54,67.4,3
2,10/2/18,60,2018,10,106,33,38.6,46,54,67.4,5
2,11/2/18,51,2018,11,106,33,38.6,46,54,67.4,4
2,12/2/18,60,2018,12,106,33,38.6,46,54,67.4,5
2,16/2/17,81,2017,16,106,33,38.6,46,54,67.4,6
2,17/2/17,62,2017,17,106,33,38.6,46,54,67.4,5
2,23/2/16,56,2016,23,106,33,38.6,46,54,67.4,5
2,24/2/16,79,2016,24,106,33,38.6,46,54,67.4,6
2,25/2/16,103,2016,25,106,33,38.6,46,54,67.4,6
2,26/2/16,71,2016,26,106,33,38.6,46,54,67.4,6
2,25/2/17,164,2017,25,106,33,38.6,46,54,67.4,7
2,25/2/18,37,2018,25,106,33,38.6,46,54,67.4,2
2,24/2/18,55,2018,24,106,33,38.6,46,54,67.4,5
2,23/2/18,82,2018,23,106,33,38.6,46,54,67.4,6
2,20/2/19,36,2019,20,106,33,38.6,46,54,67.4,2
2,7/2/19,35,2019,7,106,33,38.6,46,54,67.4,2
2,8/2/19,68,2019,8,106,33,38.6,46,54,67.4,6
2,9/2/19,61,2019,9,106,33,38.6,46,54,67.4,5
2,13/2/18,51,2018,13,106,33,38.6,46,54,67.4,4
2,18/2/17,50,2017,18,106,33,38.6,46,54,67.4,4
2,19/2/17,45,2017,19,106,33,38.6,46,54,67.4,3
2,20/2/17,49,2017,20,106,33,38.6,46,54,67.4,4
2,21/2/17,42,2017,21,106,33,38.6,46,54,67.4,3
2,22/2/17,100,2017,22,106,33,38.6,46,54,67.4,6
2,4/2/19,83,2019,4,106,33,38.6,46,54,67.4,6
2,5/2/19,64,2019,5,106,33,38.6,46,54,67.4,5
2,6/2/19,28,2019,6,106,33,38.6,46,54,67.4,1
2,19/2/19,70,2019,19,106,33,38.6,46,54,67.4,6
2,14/2/18,89,2018,14,106,33,38.6,46,54,67.4,6
2,15/2/18,111,2018,15,106,33,38.6,46,54,67.4,7
2,16/2/18,88,2018,16,106,33,38.6,46,54,67.4,6
2,17/2/18,57,2018,17,106,33,38.6,46,54,67.4,5
2,18/2/18,66,2018,18,106,33,38.6,46,54,67.4,5
2,23/2/17,54,2017,23,106,33,38.6,46,54,67.4,4
2,24/2/17,75,2017,24,106,33,38.6,46,54,67.4,6
2,22/2/18,48,2018,22,106,33,38.6,46,54,67.4,4
2,18/2/19,82,2019,18,106,33,38.6,46,54,67.4,6
2,10/2/19,43,2019,10,106,33,38.6,46,54,67.4,3
2,11/2/19,70,2019,11,106,33,38.6,46,54,67.4,6
2,12/2/19,83,2019,12,106,33,38.6,46,54,67.4,6
2,13/2/19,62,2019,13,106,33,38.6,46,54,67.4,5
2,14/2/19,56,2019,14,106,33,38.6,46,54,67.4,5
2,19/2/18,47,2018,19,106,33,38.6,46,54,67.4,4
2,20/2/18,33,2018,20,106,33,38.6,46,54,67.4,1
2,21/2/18,34,2018,21,106,33,38.6,46,54,67.4,2
2,17/2/19,65,2019,17,106,33,38.6,46,54,67.4,5
2,15/2/19,48,2019,15,106,33,38.6,46,54,67.4,4
2,16/2/19,40,2019,16,106,33,38.6,46,54,67.4,3
3,14/3/14,47,2014,14,131,30.25,38,46,55,68,4
3,13/3/14,36,2014,13,131,30.25,38,46,55,68,2
3,9/3/15,75,2015,9,131,30.25,38,46,55,68,6
3,15/3/14,50,2014,15,131,30.25,38,46,55,68,4
3,12/3/14,58,2014,12,131,30.25,38,46,55,68,5
3,8/3/15,56,2015,8,131,30.25,38,46,55,68,5
3,21/3/15,46,2015,21,131,30.25,38,46,55,68,3
3,10/3/15,54,2015,10,131,30.25,38,46,55,68,4
3,11/3/15,58,2015,11,131,30.25,38,46,55,68,5
3,11/3/14,32,2014,11,131,30.25,38,46,55,68,2
3,16/3/14,44,2014,16,131,30.25,38,46,55,68,3
3,25/3/14,37,2014,25,131,30.25,38,46,55,68,2
3,26/3/14,34,2014,26,131,30.25,38,46,55,68,2
3,27/3/14,31,2014,27,131,30.25,38,46,55,68,2
3,20/3/14,39,2014,20,131,30.25,38,46,55,68,3
3,17/3/14,77,2014,17,131,30.25,38,46,55,68,6
3,18/3/14,51,2014,18,131,30.25,38,46,55,68,4
3,19/3/14,54,2014,19,131,30.25,38,46,55,68,4
3,24/3/14,36,2014,24,131,30.25,38,46,55,68,2
3,7/3/15,57,2015,7,131,30.25,38,46,55,68,5
3,4/3/16,317,2016,4,131,30.25,38,46,55,68,7
3,5/3/16,164,2016,5,131,30.25,38,46,55,68,7
3,6/3/16,35,2016,6,131,30.25,38,46,55,68,2
3,12/3/15,63,2015,12,131,30.25,38,46,55,68,5
3,13/3/15,44,2015,13,131,30.25,38,46,55,68,3
3,14/3/15,37,2015,14,131,30.25,38,46,55,68,2
3,15/3/15,52,2015,15,131,30.25,38,46,55,68,4
3,16/3/15,65,2015,16,131,30.25,38,46,55,68,5
3,21/3/14,33,2014,21,131,30.25,38,46,55,68,2
3,22/3/14,58,2014,22,131,30.25,38,46,55,68,5
3,23/3/14,55,2014,23,131,30.25,38,46,55,68,4
3,10/3/14,33,2014,10,131,30.25,38,46,55,68,2
3,16/3/16,28,2016,16,131,30.25,38,46,55,68,1
3,17/3/16,29,2016,17,131,30.25,38,46,55,68,1
3,22/3/15,57,2015,22,131,30.25,38,46,55,68,5
3,23/3/15,41,2015,23,131,30.25,38,46,55,68,3
3,7/3/16,54,2016,7,131,30.25,38,46,55,68,4
3,8/3/16,80,2016,8,131,30.25,38,46,55,68,6
3,9/3/16,52,2016,9,131,30.25,38,46,55,68,4
3,10/3/16,62,2016,10,131,30.25,38,46,55,68,5
3,11/3/16,114,2016,11,131,30.25,38,46,55,68,6
3,17/3/15,51,2015,17,131,30.25,38,46,55,68,4
3,18/3/15,65,2015,18,131,30.25,38,46,55,68,5
3,19/3/15,65,2015,19,131,30.25,38,46,55,68,5
3,20/3/15,74,2015,20,131,30.25,38,46,55,68,6
3,9/3/14,36,2014,9,131,30.25,38,46,55,68,2
3,5/3/15,67,2015,5,131,30.25,38,46,55,68,5
3,4/3/15,48,2015,4,131,30.25,38,46,55,68,4
3,3/3/16,43,2016,3,131,30.25,38,46,55,68,3
3,24/3/15,40,2015,24,131,30.25,38,46,55,68,3
3,28/3/14,36,2014,28,131,30.25,38,46,55,68,2
3,29/3/14,38,2014,29,131,30.25,38,46,55,68,2
3,30/3/14,36,2014,30,131,30.25,38,46,55,68,2
3,31/3/14,43,2014,31,131,30.25,38,46,55,68,3
3,12/3/16,88,2016,12,131,30.25,38,46,55,68,6
3,13/3/16,31,2016,13,131,30.25,38,46,55,68,2
3,14/3/16,48,2016,14,131,30.25,38,46,55,68,4
3,15/3/16,61,2016,15,131,30.25,38,46,55,68,5
3,12/3/17,480,2017,12,131,30.25,38,46,55,68,7
3,13/3/17,101,2017,13,131,30.25,38,46,55,68,6
3,14/3/17,43,2017,14,131,30.25,38,46,55,68,3
3,18/3/16,30,2016,18,131,30.25,38,46,55,68,1
3,3/3/17,113,2017,3,131,30.25,38,46,55,68,6
3,4/3/17,143,2017,4,131,30.25,38,46,55,68,7
3,5/3/17,102,2017,5,131,30.25,38,46,55,68,6
3,6/3/17,132,2017,6,131,30.25,38,46,55,68,7
3,7/3/17,210,2017,7,131,30.25,38,46,55,68,7
3,8/3/17,294,2017,8,131,30.25,38,46,55,68,7
3,9/3/17,476,2017,9,131,30.25,38,46,55,68,7
3,10/3/17,146,2017,10,131,30.25,38,46,55,68,7
3,11/3/17,190,2017,11,131,30.25,38,46,55,68,7
3,8/3/14,31,2014,8,131,30.25,38,46,55,68,2
3,6/3/15,59,2015,6,131,30.25,38,46,55,68,5
3,4/3/14,33,2014,4,131,30.25,38,46,55,68,2
3,3/3/14,26,2014,3,131,30.25,38,46,55,68,1
3,19/3/16,33,2016,19,131,30.25,38,46,55,68,2
3,20/3/16,36,2016,20,131,30.25,38,46,55,68,2
3,25/3/15,36,2015,25,131,30.25,38,46,55,68,2
3,26/3/15,57,2015,26,131,30.25,38,46,55,68,5
3,27/3/15,54,2015,27,131,30.25,38,46,55,68,4
3,28/3/15,45,2015,28,131,30.25,38,46,55,68,3
3,31/3/15,39,2015,31,131,30.25,38,46,55,68,3
3,30/3/16,53,2016,30,131,30.25,38,46,55,68,4
3,31/3/16,39,2016,31,131,30.25,38,46,55,68,3
3,8/3/18,55,2018,8,131,30.25,38,46,55,68,4
3,9/3/18,26,2018,9,131,30.25,38,46,55,68,1
3,10/3/18,26,2018,10,131,30.25,38,46,55,68,1
3,11/3/18,46,2018,11,131,30.25,38,46,55,68,3
3,3/3/15,42,2015,3,131,30.25,38,46,55,68,3
3,2/3/16,53,2016,2,131,30.25,38,46,55,68,4
3,2/3/17,45,2017,2,131,30.25,38,46,55,68,3
3,2/3/18,40,2018,2,131,30.25,38,46,55,68,3
3,3/3/18,52,2018,3,131,30.25,38,46,55,68,4
3,4/3/18,66,2018,4,131,30.25,38,46,55,68,5
3,5/3/18,43,2018,5,131,30.25,38,46,55,68,3
3,6/3/18,41,2018,6,131,30.25,38,46,55,68,3
